distance,X,Y,Z,V,max,may,maz,mav
8.999,-0.067038,-0.952892,-10.955867,10.997432,0.45,-1.359,-10.513,10.624
9.019,-0.402226,-1.723825,-10.007763,10.163104,0.306,-1.367,-10.561,10.674
9.041,0.545878,-1.719037,-9.974244,10.136006,0.189,-1.405,-10.435,10.547
9.059,0.454898,-0.612916,-10.251971,10.280346,0.133,-1.252,-10.297,10.394
9.079,-0.292093,0.052672,-10.151415,10.155753,0.077,-1.001,-10.096,10.184
9.099,-0.593762,0.282516,-9.744401,9.766561,0.029,-0.499,-10.031,10.085
9.121,-0.521936,-0.004788,-9.595961,9.610146,-0.238,-0.071,-9.936,9.953
9.139,-0.445322,-0.392649,-9.399636,9.418368,-0.463,-0.016,-9.723,9.738
9.159,-1.096544,-0.656011,-9.600749,9.685409,-0.664,-0.193,-9.585,9.62
9.179,-1.465251,-0.92895,-9.323022,9.483072,-0.882,-0.496,-9.48,9.549
9.201,-1.786075,-0.924162,-9.490616,9.701336,-1.198,-0.725,-9.454,9.572
9.219,-1.388637,-1.489193,-8.983045,9.210923,-1.434,-1,-9.349,9.52
9.239,-1.149217,-1.312023,-9.088389,9.254238,-1.447,-1.164,-9.221,9.412
9.259,-1.302446,-0.775721,-9.931149,10.046184,-1.407,-1.125,-9.373,9.553
9.279,-1.599327,-0.622492,-10.697293,10.834086,-1.36,-1.05,-9.675,9.836
9.299,-1.584962,-0.852336,-10.94629,11.093234,-1.409,-0.891,-10.166,10.307
9.319,-2.121263,-0.861913,-10.673351,10.916184,-1.652,-0.778,-10.562,10.722
9.339,-1.944092,-0.790087,-10.28549,10.497382,-1.812,-0.782,-10.651,10.835
9.362,-1.80044,-0.646434,-10.127473,10.306559,-1.863,-0.788,-10.508,10.703
9.379,-1.158794,-1.312023,-9.366117,9.528293,-1.756,-0.903,-10.113,10.312
9.399,-1.302446,-1.034295,-9.552865,9.696564,-1.551,-0.946,-9.833,10.007
9.419,-1.35033,-0.799663,-9.504981,9.633666,-1.403,-0.948,-9.638,9.791
9.44,-1.086968,-0.967257,-9.528923,9.639371,-1.225,-1.028,-9.488,9.624
9.459,-1.130063,-0.699107,-9.485827,9.57845,-1.217,-0.875,-9.518,9.637
9.479,-0.995988,-0.68953,-10.46745,10.537313,-1.141,-0.789,-9.747,9.847
9.499,-1.086968,-0.656011,-11.056423,11.129076,-1.075,-0.753,-10.135,10.221
9.519,-0.962469,-0.794875,-11.291056,11.359846,-1.044,-0.71,-10.575,10.651
9.539,-1.144428,-0.694318,-10.338163,10.424462,-1.047,-0.709,-10.788,10.863
9.559,-1.029507,-0.35913,-9.337387,9.400833,-1.056,-0.626,-10.506,10.579
9.579,-1.632846,-0.344765,-9.083601,9.23563,-1.192,-0.548,-10.013,10.105
9.6,-1.848324,-0.411803,-9.572019,9.757532,-1.414,-0.453,-9.583,9.705
9.619,-1.771709,-1.288081,-9.730036,9.97355,-1.571,-0.601,-9.431,9.592
9.639,-1.484405,-1.307234,-9.744401,9.943122,-1.684,-0.838,-9.533,9.727
9.659,-1.216254,-1.417367,-9.126697,9.315836,-1.58,-1.106,-9.543,9.748
9.682,-0.828394,-1.302446,-9.332599,9.459387,-1.325,-1.329,-9.483,9.673
9.699,-0.847547,-1.49877,-10.577583,10.716805,-1.094,-1.381,-9.695,9.859
9.719,-1.575385,-1.35033,-10.879252,11.075349,-1.117,-1.392,-9.979,10.142
9.739,-1.958457,-1.312023,-10.295067,10.561504,-1.302,-1.366,-10.271,10.453
9.76,-1.656788,-1.771709,-8.992621,9.314029,-1.51,-1.483,-10.186,10.417
9.779,-0.785298,-1.297657,-8.633492,8.765716,-1.494,-1.433,-9.7,9.929
9.799,-0.205901,-1.584962,-9.466674,9.600646,-1.152,-1.492,-9.347,9.56
9.819,-1.063026,-0.909797,-10.955867,11.044853,-0.928,-1.391,-9.512,9.681
9.839,-0.794875,-1.01993,-10.275913,10.356953,-0.712,-1.203,-9.833,9.942
9.859,-0.545878,-0.325611,-9.26556,9.287336,-0.652,-0.96,-9.991,10.072
9.879,-0.68953,-0.402226,-9.193734,9.228325,-0.773,-0.664,-9.923,9.979
9.899,-0.976834,-0.905008,-9.797073,9.887158,-0.752,-0.663,-9.633,9.69
9.92,-1.326388,-1.613692,-10.682928,10.885231,-0.885,-0.812,-9.735,9.822
9.939,-0.718261,-2.657564,-9.097966,9.505342,-0.928,-1.395,-9.693,9.877
9.959,0.033519,-2.207454,-8.42759,8.71196,-0.747,-1.846,-9.501,9.747
9.979,0.368707,-2.082955,-8.236053,8.503365,-0.411,-2.14,-9.111,9.401
10.009,-1.211466,-1.594538,-10.113108,10.309469,-0.382,-2.136,-8.969,9.258
10.019,-1.211466,-2.37026,-11.947066,12.240024,-0.505,-2.064,-9.681,9.941
10.039,-1.221043,-3.102885,-11.927913,12.385231,-0.819,-2.288,-10.556,10.86
10.059,-0.325611,-2.557007,-9.80665,10.139758,-0.992,-2.406,-10.949,11.269
10.08,-0.387861,-0.703895,-9.409213,9.443473,-0.786,-2.184,-10.773,11.052
10.099,-0.627281,-1.067814,-9.500193,9.580572,-0.64,-1.858,-10.161,10.387
10.119,0.517148,-1.312023,-9.14585,9.253941,-0.206,-1.41,-9.465,9.604
10.139,-0.378284,-0.45011,-8.571242,8.591385,-0.219,-0.883,-9.157,9.217
10.16,-1.374272,0.067038,-7.843405,7.963172,-0.466,-0.691,-8.765,8.847
10.179,0.220267,-0.378284,-8.236053,8.247678,-0.254,-0.518,-8.449,8.514
10.199,-0.344765,-0.306458,-9.112331,9.123999,-0.469,-0.267,-8.441,8.482
10.219,-2.15957,0.775721,-9.246407,9.526884,-0.915,0.04,-8.61,8.715
10.239,-1.632846,1.029507,-8.753201,8.963515,-0.979,0.28,-8.837,8.966
10.259,-0.627281,0.095768,-7.742848,7.768807,-1.191,0.399,-8.714,8.846
10.279,-1.398214,0.339977,-8.714894,8.832891,-1.454,0.56,-8.614,8.773
10.299,-1.546654,0.718261,-10.965444,11.097251,-1.301,0.546,-9.044,9.166
10.319,-0.603339,-1.221043,-11.865664,11.943573,-1.044,-0.017,-9.822,9.911
10.339,-1.924938,-2.537854,-11.789049,12.211788,-1.368,-0.675,-10.834,11.021
10.359,-1.197101,-2.317587,-10.970232,11.276092,-1.318,-1.34,-11.398,11.632
10.379,0.521936,-2.217031,-8.307879,8.614436,-0.801,-2.073,-10.733,11.011
10.401,-1.163582,-0.948104,-8.552089,8.682802,-0.941,-2.005,-9.905,10.196
10.419,-2.020706,-1.053449,-9.648633,9.914087,-0.965,-1.634,-9.37,9.622
10.439,-0.344765,-3.572149,-9.524135,10.177831,-0.752,-1.948,-9.008,9.347
10.459,-0.656011,-3.428497,-9.078813,9.726756,-1.046,-2.251,-9.201,9.625
10.48,-0.656011,-3.05979,-8.973468,9.503462,-0.919,-2.778,-9.306,9.831
10.499,0.440533,-3.763685,-9.011775,9.776067,-0.304,-3.456,-9.147,9.796
10.519,0.881066,-4.338294,-9.452309,10.437586,0.002,-3.648,-9.129,9.861
10.539,1.307234,-4.027047,-9.299079,10.217575,0.493,-3.797,-9.184,9.984
10.56,0.876278,-3.083732,-9.212888,9.75472,0.876,-3.803,-9.244,10.046
10.579,0.45011,-3.342306,-9.275137,9.869234,0.879,-3.698,-9.31,10.07
10.599,0.215478,-3.811569,-9.409213,10.1542,0.712,-3.566,-9.299,9.999
10.619,0.181959,-3.878607,-9.457097,10.223179,0.431,-3.529,-9.339,10
10.641,0.105345,-3.462016,-9.217676,9.846939,0.238,-3.624,-9.34,10.023
10.659,0.076614,-2.916138,-8.542512,9.026862,0.145,-3.517,-9.157,9.813
10.679,-0.02873,-2.384625,-8.202535,8.54218,0.084,-3.16,-8.855,9.41
10.699,-0.062249,-2.681506,-8.413225,8.830442,0.023,-2.861,-8.594,9.062
10.725,-0.565032,-2.753332,-9.23683,9.655005,-0.145,-2.684,-8.599,9.014
10.739,-0.708684,-2.288857,-9.414001,9.71414,-0.341,-2.527,-8.817,9.185
10.759,-0.861913,-1.977611,-10.812215,11.025327,-0.549,-2.425,-9.469,9.806
10.779,-0.181959,-3.347094,-10.026917,10.572379,-0.579,-2.592,-9.872,10.242
10.799,0.138864,-4.141969,-9.68694,10.536223,-0.403,-2.939,-9.985,10.462
10.819,-0.023942,-3.347094,-8.781932,9.398188,-0.232,-3.203,-9.827,10.383
10.839,-0.124498,-2.327164,-8.073248,8.402888,-0.048,-3.291,-9.142,9.727
10.859,-0.268151,-2.1883,-8.796297,9.068374,-0.069,-3.001,-8.835,9.351
10.879,-0.560243,-2.303222,-9.481039,9.772861,-0.244,-2.541,-8.783,9.161
10.899,-0.009577,-3.174711,-9.461885,9.980288,-0.241,-2.498,-8.953,9.306
10.919,0.35913,-3.375824,-8.853758,9.48231,-0.12,-2.761,-9.148,9.576
10.939,0.785298,-3.026271,-8.37013,8.934992,0.144,-2.97,-9.042,9.543
10.96,1.082179,-3.529053,-9.849746,10.518689,0.554,-3.276,-9.134,9.729
10.979,0.454898,-3.983952,-10.251971,11.008257,0.67,-3.479,-9.331,9.986
10.999,-0.282516,-3.552995,-9.404425,10.057176,0.51,-3.523,-9.469,10.13
11.019,-0.268151,-2.762909,-8.441956,8.886629,0.247,-3.457,-9.487,10.118
11.04,-0.464475,-2.030283,-8.37013,8.625361,-0.14,-3.083,-9.117,9.644
11.059,0.004788,-2.461239,-10.084377,10.380385,-0.253,-2.702,-9.075,9.487
11.079,0.924162,-3.356671,-10.453085,11.017636,0.049,-2.653,-9.337,9.728
11.099,0.316035,-3.711013,-10.089166,10.754662,0.195,-2.89,-9.749,10.195
11.121,1.426944,-3.892972,-8.456321,9.418108,0.668,-3.355,-9.771,10.393
11.139,1.474828,-2.853889,-7.920019,8.546725,1.035,-3.454,-9.23,9.934
11.159,0.296881,-2.288857,-7.996634,8.323049,0.879,-3.187,-8.616,9.261
11.179,-0.837971,-2.844312,-7.714118,8.264377,0.59,-2.97,-8.022,8.638
11.199,-0.785298,-2.992752,-7.283162,7.913135,0.037,-2.745,-7.728,8.262
11.219,-0.09098,-2.480393,-7.848193,8.231328,-0.354,-2.652,-7.711,8.183
11.239,-0.373495,-3.026271,-9.399636,9.881851,-0.522,-2.836,-8.061,8.573
11.259,-1.000776,-4.185065,-11.530476,12.307242,-0.563,-3.171,-9.015,9.583
11.279,-1.130063,-4.683059,-12.612655,13.501375,-0.649,-3.594,-10.348,10.98
11.299,-0.306458,-4.630386,-11.18571,12.110099,-0.703,-4.131,-11.182,11.95
11.319,0.095768,-4.204218,-9.251195,10.162147,-0.585,-4.426,-11.145,12.02
11.339,-0.253785,-3.615245,-8.063671,8.840655,-0.399,-4.283,-10.278,11.154
11.36,-0.790087,-2.60968,-8.226477,8.666579,-0.314,-3.765,-9.182,9.945
11.379,-1.522712,-3.055001,-9.102755,9.721719,-0.618,-3.371,-8.661,9.348
11.399,-1.776498,-3.557784,-9.591172,10.382887,-1.086,-3.209,-8.746,9.403
11.419,-1.307234,-3.730166,-9.193734,10.007385,-1.349,-3.238,-9.029,9.695
11.439,-0.565032,-3.572149,-9.088389,9.78153,-1.293,-3.479,-9.244,9.973
11.459,-0.814029,-3.586514,-9.093178,9.808752,-1.116,-3.612,-9.242,9.995
11.479,-0.80924,-3.74932,-9.337387,10.094507,-0.874,-3.66,-9.178,9.923
11.499,0.225055,-3.485958,-10.070012,10.658691,-0.491,-3.598,-9.397,10.086
11.519,0.430956,-2.523489,-9.787497,10.116759,-0.242,-3.336,-9.572,10.17
11.539,-0.081403,-1.82917,-9.093178,9.275687,-0.059,-2.897,-9.572,10.036
11.559,-0.948104,-1.532289,-8.379706,8.571248,-0.093,-2.343,-9.333,9.656
11.579,-0.354342,-1.972822,-8.020576,8.267237,-0.238,-1.964,-8.82,9.058
11.6,-0.009577,-1.968034,-8.930372,9.144659,-0.348,-1.826,-8.606,8.815
11.619,0.296881,-2.331953,-10.635044,10.891754,-0.254,-1.951,-8.991,9.219
11.639,-0.220267,-2.829947,-11.789049,12.125955,-0.072,-2.276,-9.844,10.107
11.659,-0.651223,-2.384625,-12.564771,12.805624,-0.146,-2.379,-10.98,11.242
11.681,-2.001553,-1.781286,-11.257536,11.572006,-0.644,-2.332,-11.562,11.849
11.699,-1.120486,-1.695095,-8.78672,9.018608,-0.998,-2.173,-11.1,11.381
11.719,-1.173159,-0.847547,-8.236053,8.362249,-1.237,-1.677,-10.211,10.44
11.739,-1.704672,-1.283292,-8.863335,9.116548,-1.5,-1.402,-9.286,9.517
11.763,-2.221819,-1.872266,-9.725247,10.14999,-1.555,-1.425,-8.903,9.162
11.779,-1.331176,-2.801216,-8.892065,9.417413,-1.608,-1.701,-8.929,9.262
11.799,-0.632069,-2.509123,-9.428367,9.776979,-1.472,-2.116,-9.227,9.615
11.819,-0.608127,-2.935291,-9.629479,10.085268,-1.198,-2.529,-9.419,9.857
11.84,-0.957681,-2.911349,-9.983821,10.443648,-0.882,-2.789,-9.483,9.931
11.859,0.497994,-2.470816,-8.418014,8.787257,-0.425,-2.707,-9.365,9.773
11.879,-0.464475,-1.187524,-9.212888,9.300713,-0.383,-2.376,-9.311,9.654
11.899,-0.948104,-1.982399,-9.844957,10.087219,-0.468,-2.138,-9.365,9.655
11.92,-1.426944,-1.924938,-10.160992,10.439698,-0.585,-1.891,-9.409,9.654
11.939,-0.430956,-2.60968,-9.552865,9.912285,-0.818,-1.926,-9.693,9.935
11.959,-0.684742,-1.982399,-9.77792,10.000324,-0.873,-2.125,-9.834,10.11
11.979,-0.143652,-2.557007,-9.255983,9.603757,-0.672,-2.269,-9.687,9.989
12.008,-0.6608,-2.044648,-8.954314,9.208528,-0.48,-2.298,-9.385,9.681
12.019,0.627281,-2.494758,-8.269572,8.660435,-0.215,-2.27,-9.064,9.368
12.038,0.296881,-1.910573,-8.446744,8.665212,0.03,-2.252,-8.732,9.034
12.059,0.574608,-2.724602,-9.959879,10.3418,0.209,-2.294,-8.908,9.219
12.085,-0.804452,-2.844312,-11.654974,12.023963,0.174,-2.494,-9.583,9.923
12.099,-0.02873,-3.701436,-11.209652,11.804988,0.01,-2.795,-10.318,10.709
12.119,0.296881,-2.695871,-9.811439,10.1794,0.01,-2.992,-10.659,11.088
12.139,0.545878,-2.116474,-9.279925,9.533858,0.002,-2.84,-10.489,10.886
12.159,-0.134075,-1.862689,-9.289502,9.47536,0.17,-2.594,-9.898,10.248
12.179,0.143652,-1.733402,-9.370906,9.53096,0.213,-2.102,-9.438,9.68
12.199,0.229843,-1.833959,-9.576807,9.753536,0.196,-1.887,-9.379,9.573
12.219,-0.301669,-2.5187,-10.012551,10.328893,-0.016,-1.987,-9.562,9.772
12.239,-0.948104,-3.303998,-9.773131,10.359991,-0.219,-2.348,-9.683,9.993
12.259,-0.866701,-2.691083,-10.34774,10.727014,-0.472,-2.587,-9.928,10.292
12.279,0.244209,-3.021482,-8.963891,9.462576,-0.468,-2.884,-9.774,10.22
12.299,0.047884,-1.934515,-8.494628,8.712253,-0.381,-2.738,-9.395,9.815
12.321,0.684742,-1.790863,-8.441956,8.656944,0.028,-2.359,-9.062,9.39
12.339,-0.186748,-1.517924,-9.605537,9.726526,0.198,-2.066,-8.877,9.14
12.359,-0.54109,-2.092532,-10.82658,11.040213,0.001,-1.834,-9.342,9.534
12.379,-0.991199,-1.857901,-10.697293,10.902585,-0.259,-1.815,-9.893,10.082
12.399,-0.90022,-1.446098,-9.849746,9.995954,-0.655,-1.729,-10.245,10.416
12.419,-1.043872,-1.580173,-8.169016,8.385668,-0.869,-1.744,-9.886,10.081
12.439,-0.684742,-1.900996,-8.686164,8.918077,-0.905,-1.696,-9.351,9.551
12.459,-0.344765,-3.184288,-9.768343,10.280033,-0.743,-2.028,-9.118,9.395
12.48,-0.407014,-2.810793,-11.611878,11.95416,-0.62,-2.369,-9.559,9.884
12.499,0.411803,-3.351882,-11.678916,12.157375,-0.256,-2.812,-10.436,10.827
12.519,-0.201113,-2.686294,-9.945514,10.303876,-0.135,-3.008,-10.751,11.174
12.539,-0.129287,-1.944092,-7.771579,8.012094,-0.081,-2.698,-10.252,10.607
12.56,-0.852336,-1.120486,-6.421249,6.573766,-0.193,-2.276,-8.954,9.262
12.579,0.272939,-2.274492,-8.628703,8.927616,-0.227,-2.006,-8.192,8.454
12.599,0.225055,-2.293645,-10.156203,10.414409,-0.121,-1.908,-8.244,8.482
12.619,-0.694318,-1.872266,-10.764331,10.94798,-0.262,-1.89,-8.993,9.216
12.639,-1.063026,-1.805228,-10.453085,10.66095,-0.315,-2.061,-10.001,10.238
12.659,-1.297657,-2.322376,-9.198523,9.575498,-0.707,-2.073,-10.143,10.4
12.679,-0.608127,-2.652776,-9.77792,10.149618,-0.916,-2.163,-10.048,10.334
12.699,0.172383,-2.983175,-10.539276,10.954697,-0.699,-2.441,-9.992,10.335
12.719,-0.100556,-2.217031,-10.280702,10.517517,-0.458,-2.544,-9.949,10.299
12.739,-0.603339,-1.584962,-9.643845,9.791826,-0.285,-2.359,-10.06,10.353
12.759,-1.249773,-1.647211,-8.552089,8.798492,-0.445,-2.108,-9.754,10.016
12.779,-0.344765,-2.312799,-8.37013,8.690625,-0.575,-1.94,-9.212,9.45
12.8,0.296881,-2.806004,-9.390059,9.804847,-0.475,-2.088,-8.989,9.271
12.819,-0.35913,-2.001553,-10.28549,10.484583,-0.414,-2.192,-9.149,9.445
12.839,-1.072602,-1.546654,-10.831368,10.993687,-0.37,-2.167,-9.719,9.993
12.859,-1.508347,-2.020706,-9.246407,9.58407,-0.661,-2.094,-9.938,10.217
12.879,-0.062249,-2.288857,-8.015787,8.336401,-0.751,-1.964,-9.595,9.85
12.899,0.718261,-2.858677,-9.083601,9.549855,-0.481,-2.179,-9.294,9.616
12.919,-1.479617,-2.116474,-10.812215,11.116327,-0.583,-2.321,-9.29,9.647
12.939,-0.354342,-3.064578,-10.55843,10.999892,-0.294,-2.582,-9.618,10.001
12.959,0.646434,-2.748544,-9.519346,9.929266,-0.117,-2.697,-9.993,10.399
12.979,-1.149217,-1.484405,-8.748413,8.947563,-0.584,-2.353,-9.91,10.248
12.999,-1.795651,-1.441309,-9.150639,9.435885,-0.663,-2.185,-9.494,9.828
13.019,-0.354342,-3.031059,-9.749189,10.215653,-0.663,-2.176,-9.292,9.632
13.039,0.335188,-3.294421,-9.437943,10.002017,-0.741,-2.313,-9.272,9.65
13.059,-0.823605,-1.810017,-9.303867,9.514012,-0.66,-2.394,-9.41,9.792
13.079,-1.632846,-1.422156,-8.532935,8.803391,-0.619,-2.389,-9.256,9.634
13.098,-0.153229,-2.604892,-9.624691,9.972142,-0.569,-2.283,-9.225,9.573
13.119,-0.067038,-3.342306,-9.734824,10.292828,-0.669,-2.295,-9.299,9.646
13.139,-0.967257,-2.087744,-10.247183,10.502334,-0.705,-2.364,-9.535,9.893
13.159,-0.933739,-2.284068,-10.505757,10.791653,-0.53,-2.58,-10.028,10.39
13.179,0.339977,-3.543418,-9.878476,10.500271,-0.407,-2.814,-10.092,10.522
13.199,-1.082179,-2.470816,-8.882488,9.28303,-0.661,-2.597,-9.878,10.269
13.219,-2.121263,-1.134852,-9.787497,10.078826,-0.949,-2.358,-9.764,10.163
13.239,0.248997,-2.58095,-10.055647,10.384572,-0.654,-2.433,-9.651,10.062
13.259,-1.053449,-2.30801,-10.615891,10.914843,-1.002,-2.124,-9.835,10.165
13.28,0.172383,-2.499547,-10.635044,10.926189,-0.688,-2.131,-10.274,10.576
13.299,-0.086191,-2.169147,-9.940725,10.175001,-0.18,-2.389,-10.312,10.6
13.319,-2.226608,-1.58975,-9.461885,9.849485,-0.798,-2.142,-10.163,10.466
13.339,-0.35913,-1.522712,-9.021352,9.156004,-0.625,-1.945,-9.765,10.027
13.359,-0.349553,-1.56102,-8.058883,8.216116,-0.755,-1.711,-9.121,9.349
13.379,-2.298434,-1.268927,-8.312668,8.717421,-1.308,-1.486,-8.714,8.985
13.399,-0.512359,-1.877054,-9.562442,9.758388,-0.88,-1.557,-8.739,8.962
13.419,-0.100556,-2.796427,-9.299079,9.710972,-0.815,-1.876,-8.808,9.101
13.44,-1.493982,-2.705448,-11.042058,11.466407,-1.101,-2.162,-9.554,9.913
13.459,-1.345541,-2.63841,-12.526464,12.871829,-0.863,-2.504,-10.608,10.952
13.479,-0.45011,-3.86903,-9.758766,10.507403,-0.848,-3.002,-10.657,11.139
13.499,-1.058237,-2.485181,-8.657434,9.069021,-1.087,-2.925,-10.496,10.979
13.52,-0.158017,-1.647211,-9.983821,10.120027,-0.753,-2.66,-10.232,10.642
13.539,0.038307,-2.341529,-8.422802,8.742301,-0.407,-2.586,-9.206,9.61
13.559,-1.58975,-1.771709,-9.030929,9.339375,-0.692,-2.061,-9.024,9.318
13.579,-0.445322,-1.331176,-9.093178,9.200882,-0.539,-1.773,-9.133,9.351
13.599,-0.186748,-1.675941,-9.275137,9.427185,-0.546,-1.78,-8.956,9.177
13.619,-1.393425,-1.699883,-10.43872,10.66762,-0.904,-1.62,-9.459,9.659
13.639,-0.497994,-2.178724,-9.610326,9.866772,-0.631,-1.721,-9.604,9.791
13.659,-0.579397,-1.249773,-10.036493,10.130589,-0.664,-1.701,-9.84,10.023
13.683,-0.105345,-2.020706,-9.251195,9.469898,-0.644,-1.787,-9.834,10.034
13.699,-0.818817,-2.327164,-8.848969,9.186425,-0.5,-1.944,-9.437,9.663
13.719,-0.100556,-2.284068,-9.619903,9.887852,-0.401,-1.97,-9.439,9.669
13.739,0.574608,-3.193865,-9.442732,9.984795,-0.113,-2.456,-9.291,9.632
13.759,-0.948104,-3.246537,-10.362105,10.900098,-0.323,-2.763,-9.568,9.99
13.779,-0.21069,-3.687071,-9.495404,10.188306,-0.171,-3.103,-9.73,10.24
13.799,0.981623,-4.323928,-7.340622,8.575819,0.099,-3.613,-9.16,9.912
13.819,-0.215478,-3.045424,-7.675811,8.260697,-0.098,-3.576,-8.718,9.481
13.841,-0.392649,-2.48997,-8.710106,9.067528,0.041,-3.387,-8.305,9.023
13.859,0.627281,-4.242526,-9.414001,10.34485,0.25,-3.525,-8.285,9.062
13.879,0.995988,-4.462792,-9.409213,10.461443,0.254,-3.56,-8.802,9.534
13.899,0.435745,-3.801992,-9.624691,10.357591,0.417,-3.749,-9.29,10.058
13.919,-0.148441,-3.711013,-9.208099,9.928884,0.478,-4.055,-9.414,10.273
13.939,-0.23942,-3.643975,-8.657434,9.396118,0.261,-3.905,-9.225,10.036
13.959,-0.349553,-3.86903,-10.453085,11.151617,-0.075,-3.757,-9.486,10.209
13.979,-0.186748,-2.422932,-10.860099,11.128667,-0.231,-3.412,-9.795,10.401
14.008,0.47884,-2.322376,-8.643068,8.962441,-0.074,-3.065,-9.653,10.16
14.019,0.196325,-1.604115,-7.465121,7.638047,0.035,-2.555,-9.355,9.72
14.039,-0.363919,-1.757344,-7.632715,7.840857,0.031,-2.027,-8.65,8.892
14.059,-0.785298,-2.494758,-8.12592,8.536457,-0.119,-2.045,-7.967,8.244
14.08,-0.177171,-2.456451,-7.513005,7.906376,-0.283,-2.078,-7.684,7.98
14.099,0.387861,-2.049437,-7.177817,7.474736,-0.235,-2.189,-7.612,7.94
14.119,-0.09098,-1.795651,-7.469909,7.68324,-0.166,-2.199,-7.572,7.9
14.139,-0.756568,-1.824382,-8.054094,8.29272,-0.159,-2.031,-7.554,7.839
14.159,-1.177947,-2.715025,-8.781932,9.267214,-0.409,-2.096,-7.871,8.179
14.179,-1.13964,-3.773262,-9.749189,10.515844,-0.791,-2.527,-8.514,8.94
14.199,-1.173159,-4.386178,-10.91756,11.824042,-1.062,-3.175,-9.376,9.975
14.219,-1.331176,-4.568137,-11.7268,12.655345,-1.205,-3.861,-10.294,11.066
14.241,-0.665588,-4.52983,-11.075577,11.984605,-1.077,-4.314,-10.867,11.745
14.259,-0.043096,-4.405331,-9.270349,10.263925,-0.803,-4.472,-10.748,11.682
14.279,0.134075,-3.725378,-8.676587,9.443494,-0.476,-4.307,-10.187,11.087
14.299,0.062249,-3.366248,-8.09719,8.769263,-0.128,-4.007,-9.28,10.115
14.321,0.11971,-2.576161,-8.829816,9.198727,0.068,-3.518,-8.718,9.419
14.339,-0.555455,-2.619257,-8.853758,9.24976,-0.06,-3.072,-8.614,9.165
14.359,-1.034295,-2.240973,-8.949526,9.283627,-0.352,-2.701,-8.683,9.125
14.379,-0.550666,-2.442086,-8.738836,9.090339,-0.505,-2.47,-8.843,9.206
14.401,-0.067038,-1.958457,-9.739613,9.934793,-0.552,-2.315,-9.07,9.39
14.419,-0.349553,-2.111686,-11.104307,11.308716,-0.5,-2.188,-9.633,9.904
14.439,-0.488417,-2.887407,-10.663774,11.058561,-0.364,-2.35,-10.062,10.348
14.459,-0.814029,-2.877831,-8.465898,8.97864,-0.43,-2.459,-9.993,10.32
14.48,-0.215478,-2.585738,-7.091625,7.551399,-0.467,-2.616,-9.331,9.724
14.499,-0.445322,-2.063802,-8.073248,8.344754,-0.491,-2.604,-8.574,8.983
14.519,-0.756568,-2.006341,-9.524135,9.762527,-0.558,-2.383,-8.289,8.659
14.539,-0.59855,-2.786851,-10.520123,10.89944,-0.504,-2.361,-8.802,9.14
14.559,-0.301669,-3.916914,-11.377247,12.036402,-0.526,-2.693,-9.874,10.261
14.579,-0.828394,-4.673482,-11.36767,12.318749,-0.621,-3.346,-10.697,11.254
14.599,-1.211466,-4.295198,-10.639832,11.537868,-0.735,-3.918,-10.976,11.698
14.619,-0.972046,-2.964022,-10.419566,10.876472,-0.828,-3.962,-10.951,11.692
14.64,-0.287304,-2.126051,-9.169792,9.417416,-0.825,-3.515,-10.399,11.038
14.659,0.54109,-2.126051,-7.613562,7.923332,-0.482,-2.878,-9.461,9.939
14.679,0.268151,-2.667141,-7.838616,8.284289,-0.113,-2.471,-8.76,9.125
14.699,-0.110133,-3.438074,-8.149862,8.846058,0.103,-2.589,-8.193,8.618
14.72,-0.737414,-3.878607,-9.734824,10.504959,-0.01,-3.027,-8.334,8.89
14.739,-0.550666,-3.275268,-10.97502,11.466547,-0.283,-3.315,-9.175,9.775
14.759,-0.134075,-2.748544,-11.267113,11.598288,-0.383,-3.335,-10.032,10.604
14.779,0.177171,-3.481169,-10.275913,10.851005,-0.311,-3.346,-10.563,11.105
14.799,0.6608,-4.098873,-8.566454,9.519535,0.038,-3.401,-10.271,10.859
14.819,0.909797,-4.333505,-7.268796,8.51131,0.403,-3.666,-9.345,10.12
14.839,0.344765,-2.911349,-7.848193,8.377885,0.523,-3.706,-8.49,9.315
14.859,-0.483629,-2.643199,-9.160215,9.5462,0.358,-3.497,-8.211,8.989
14.88,-1.508347,-2.590526,-10.472239,10.892829,-0.184,-3.12,-8.687,9.332
14.899,-2.1883,-2.03986,-10.170568,10.601422,-0.959,-2.546,-9.413,9.855
14.919,-2.202666,-2.269703,-9.14585,9.677286,-1.596,-2.386,-9.737,10.179
14.939,-1.508347,-2.37026,-7.455544,7.967332,-1.852,-2.318,-9.311,9.785
14.96,-0.861913,-2.547431,-7.513005,7.979821,-1.69,-2.307,-8.571,9.056
14.979,-0.909797,-2.782062,-9.241618,9.694076,-1.371,-2.492,-8.339,8.83
14.999,-0.272939,-3.275268,-10.16578,10.683864,-0.888,-2.744,-8.594,9.081
15.019,-0.469264,-3.122039,-9.955091,10.443714,-0.628,-2.932,-9.219,9.7
15.039,-0.737414,-3.332729,-8.446744,9.110343,-0.597,-3.128,-9.452,9.983
15.059,-1.249773,-3.476381,-8.451532,9.223641,-0.682,-3.302,-9.255,9.865
15.079,-1.383849,-4.194642,-8.504205,9.582878,-0.96,-3.531,-8.839,9.59
15.099,-0.181959,-4.481946,-8.920795,9.985066,-0.888,-3.871,-8.581,9.475
